avatarThumbnail,cid,createTime,createTimeISO,detailedMentions/0/nickName,detailedMentions/0/profileUrl,diggCount,input,likedByAuthor,mentions/0,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/03662c32a3d56a18698ef5a0da33bba3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=582b39cf&x-expires=1752123600&x-signature=kJ3JaEhzWom9t2QPnkQ2OQUMJjQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.4988E+18,1745951212,2025-04-29T18:26:52.000Z,,,61,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,5,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,el peruano mas hermoso de Perú,7.32085E+18,3dlant,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b5672c155191773db7d49611d1b559d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=728ac3db&x-expires=1752123600&x-signature=i227pYzeRq75NxXtA2stub8LyA8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49585E+18,1745263117,2025-04-21T19:18:37.000Z,,,8,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,? Comentario ?????????????? no es posible verlo en Peru,7.49542E+18,kylex_wgz,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a9f6a646b2663fbfd6d253040cef2ddc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=60528ac0&x-expires=1752123600&x-signature=EvU%2FSLxbdcJOb8QLhLGQ%2Bc1pTfo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.48188E+18,1742010776,2025-03-15T03:52:56.000Z,,,25,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,3,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,Ahy mi gatito. Miau miau ??,6.91077E+18,racgatill_,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0910347894e3513acd162011712a64a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8de89b9c&x-expires=1752123600&x-signature=JPK8oyKR6cgiPiXz4SO5dl8cESk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.4788E+18,1741294477,2025-03-06T20:54:37.000Z,,,96,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,true,,false,,2,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,"yo porfavor, soy de lima.",6.84425E+18,ander22_08,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f3b1ed344c43ef81b859348ff0d2a32b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=09215dcd&x-expires=1752123600&x-signature=S%2B1FadkwmHGRHyUwjKRm8pjz64k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49453E+18,1744955437,2025-04-18T05:50:37.000Z,,,38,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,6,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,En peru es ilegal ser guapo?,6.78751E+18,2010rjr0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9adee2cb8fef13afcb284e58be31b136~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=306f7a72&x-expires=1752123600&x-signature=F9r68LP5Em%2Fk%2BYjRglrKufCRxq8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.48444E+18,1742606849,2025-03-22T01:27:29.000Z,,,29,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,YOOOOOO??,7.46873E+18,xxcazaperuanosxx,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3ea60d47cd386a1ab29a5c254e8d6080~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=48c672f6&x-expires=1752123600&x-signature=Gi7%2B8%2FajWfP6Y0g8Y0blKc96hgM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.48006E+18,1741586123,2025-03-10T05:55:23.000Z,,,231,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,true,,false,,8,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,pollito con papa,7.45983E+18,fitt_420,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ccb3fd499b856467d8d4f42038a6fbbb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fb29d8e7&x-expires=1752123600&x-signature=T49%2BS8Cvl51JlS%2F1NgTEohtNB9w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.48404E+18,1742513760,2025-03-20T23:36:00.000Z,,,20,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,2,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,creo que es de Pakistán,7.05165E+18,jose_aliz.10,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/d9b385d35a55a0be8e6d8bc389c1b9a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=827151d7&x-expires=1752123600&x-signature=3SeCyeWASbycFl3akLZ3vFrJUuY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.47983E+18,1741532572,2025-03-09T15:02:52.000Z,,,17,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,true,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,"100% Perú
orgullo peruano????
viva Perú!!!",6.69246E+18,maikolalejandro77,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f2246c1d1db541bc00f04ea33179744d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2705e8ce&x-expires=1752123600&x-signature=aykqH2MQ6JYC77ifaF2CQJTa7Hc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.51409E+18,1749511398,2025-06-09T23:23:18.000Z,,,5,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,oigan girls no se peleen,7.50369E+18,luana_nobiile.ok,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/86694d7faebd785ab6b640adbf3920df~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e913ea7d&x-expires=1752123600&x-signature=y4f6SGzehCGcrh1uj1jbDkQmrTw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.4929E+18,1744576348,2025-04-13T20:32:28.000Z,,,18,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,3,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,Miller el rompe corazones,7.41904E+18,tylerdurden.003,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/dc5cc33d39c6f5f39fa003deec61f94d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b58b1f8b&x-expires=1752123600&x-signature=ffa%2B2Ktjkxtw2bgH%2Fs37%2BbZMr1Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49432E+18,1744908402,2025-04-17T16:46:42.000Z,,,5,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,En Perú es ilegal ser guapo?? ??,7.37336E+18,meli_luvspbl,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e6cce587575f887fb0bb45cf3b32870c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=56c77483&x-expires=1752123600&x-signature=uP%2B%2Fis5151LdHuix%2FQiychxmzXM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.48068E+18,1741731281,2025-03-11T22:14:41.000Z,,,8,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,true,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,Dime para *NO* ir ????,7.44871E+18,stay.skz489kimberly,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8bdc3db51722acdd6ec7090e12a9221e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4877e366&x-expires=1752123600&x-signature=m5RrR1kzc%2FMOfpPiCDpZK706k84%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.48625E+18,1743028523,2025-03-26T22:35:23.000Z,,,7,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,miler dónde no te encuentras,7.48514E+18,merusdraws5,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/ba5d066e02ee9a5664eafe88b5ca07d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=360df5ef&x-expires=1752123600&x-signature=bmDiIlQwcN5Jovo8CXTFnvhYHS0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49591E+18,1745278086,2025-04-21T23:28:06.000Z,,,35,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,70,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,adivinen el país de México ??????,7.41248E+18,mechico59,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9f5aa355375ddc3f5e0cf9e460e82039~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9ac11740&x-expires=1752123600&x-signature=41cYxnh44i76C6R3%2Fl%2FyWDeVaz0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.47912E+18,1741367337,2025-03-07T17:08:57.000Z,,,8,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,true,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,aqueel? ??,6.96854E+18,mathiasikon,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/10a5f3a89f868cfd6f64e009fdfa40db~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ca98d56c&x-expires=1752123600&x-signature=EFOPsyQwA%2FbAMTtNiE4fVI3tltY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.47851E+18,1741225750,2025-03-06T01:49:10.000Z,,,5,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,true,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,cami,6.90535E+18,zullymendoza528,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4b3af89f742a2ebe30ed29e95951d5d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b517ce95&x-expires=1752123600&x-signature=CNZvreQ2WFUy%2B7uYFfVswG37g7o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.48627E+18,1743033150,2025-03-26T23:52:30.000Z,,,6,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,2,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,yo,7.41876E+18,xdhelpsfps,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3ed2d7488cecdf5da05d98711cdfa9b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=455560af&x-expires=1752123600&x-signature=Z%2B2xQIKA3k%2FwNStMD%2BHX%2Bvzg8kI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.48196E+18,1742030393,2025-03-15T09:19:53.000Z,,,5,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,porque me acordé de tarma de metal slug?,7.31643E+18,_el_pato_lucas_,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6f0fdc312ed17ceffe515413c9d81ad1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=82671e40&x-expires=1752123600&x-signature=d7Oh1q6XBW8iwodNUkBGZKOq7Es%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.51628E+18,1750019932,2025-06-15T20:38:52.000Z,,,5,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,8,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,Qué guapoooo??????????????,7.38461E+18,ale_1234561,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/83e21546a49900a05714b064e6fad523~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=619facbf&x-expires=1752123600&x-signature=MVk6spoSVoDW7YeHOz31qeU%2Foak%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.50044E+18,1746331723,2025-05-04T04:08:43.000Z,,,7,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,3,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,"adivina el pais
(A) peru ????
(B) peru ????
(C) Peru ????
(D) Venezuela",7.16961E+18,erikaperez5599,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1f30da3a757ad9b449ed1b1c062c1749~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ccb227a7&x-expires=1752123600&x-signature=ZYamnLtCVdjq6s7C0qwaUyMCDrM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.5229E+18,1751562007,2025-07-03T17:00:07.000Z,,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,yoooo,7.4773E+18,andrea.giannotti1,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5e419c19113e0263500459e410d88173~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=30467057&x-expires=1752123600&x-signature=stSYjw7qojLwW2afubT5xa%2B6ihI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.52029E+18,1750953369,2025-06-26T15:56:09.000Z,,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,yooo,7.459E+18,luisito20147,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0c3ee4637e28ca8708c16a677b666692~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18f3e43d&x-expires=1752123600&x-signature=Y6CDCt%2FZ%2F1Go6x%2FaYlBt1EvIGhs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51685E+18,1750153296,2025-06-17T09:41:36.000Z,,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,false,,false,,0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,yooo??????,7.41637E+18,paupau23_.0,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2c08671885399258795549159a943b1b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aa05de75&x-expires=1752123600&x-signature=vCxVoelly%2BxtLuN2jm%2FUMMOasGQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.48006E+18,1741587048,2025-03-10T06:10:48.000Z,,,527,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,true,,false,,3,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606?q=peruanos%20memes&t=1752039031711,ni que fuera sorteo,7.47963E+18,vjk081,https://www.tiktok.com/@lapapaochoa/video/7478141719662562606
